video,game_id,play_id,team_id,play_type,league,view,has_gt,gt_snap_time,pred_time_sec,error_sec,detected
2_26284_5642685_182_SL.mp4,26284,5642685,182,PUNT,NCAA,SL,True,1.37,1.4681348014681348,0.0981348014681346,True
2_26284_5654937_182_SL.mp4,26284,5654937,182,KICKOFF,NCAA,SL,True,9.94,9.476142809476142,0.4638571905238571,True
2_26313_5676971_197_SL.mp4,26313,5676971,197,P,NCAA,SL,True,2.68,2.669336002669336,0.0106639973306639,True
2_26313_5687416_197_SL.mp4,26313,5687416,197,KICKOFF,NCAA,SL,True,4.65,4.404404404404405,0.2455955955955957,True
2_26340_5663783_256_SL.mp4,26340,5663783,256,P,NCAA,SL,True,9.28,9.342676009342677,0.0626760093426774,True
2_26352_5679250_237_SL.mp4,26352,5679250,237,R,NCAA,SL,True,14.0,13.74708041374708,0.2529195862529185,True
2_26360_5675826_328_SL.mp4,26360,5675826,328,PUNT,NCAA,SL,True,5.45,5.605605605605605,0.1556056056056052,True
2_26360_5676351_328_SL.mp4,26360,5676351,328,KICKOFF,NCAA,SL,True,10.34,10.41041041041041,0.0704104104104104,True
2_26364_5676235_215_SL.mp4,26364,5676235,215,KICKOFF,NCAA,SL,True,6.43,6.539873206539873,0.1098732065398735,True
2_26364_5679687_215_SL.mp4,26364,5679687,215,P,NCAA,SL,True,5.19,5.3386720053386725,0.1486720053386721,True
2_26364_5680320_215_SL.mp4,26364,5680320,215,KICKOFF,NCAA,SL,True,12.33,11.611611611611613,0.7183883883883873,True
2_26377_5696154_238_SL.mp4,26377,5696154,238,R,NCAA,SL,True,3.98,4.004004004004004,0.0240040040040043,True
2_26383_5742021_339_SL.mp4,26383,5742021,339,P,NCAA,SL,True,3.91,3.8705372038705375,0.0394627961294626,True
2_26399_5734776_165_SL.mp4,26399,5734776,165,KICKOFF,NCAA,SL,True,25.91,25.759092425759093,0.1509075742409074,True
2_26399_5741159_165_SL.mp4,26399,5741159,165,P,NCAA,SL,True,6.51,6.539873206539873,0.0298732065398734,True
2_26410_5738755_256_SL.mp4,26410,5738755,256,KICKOFF,NCAA,SL,True,4.98,4.804804804804805,0.1751951951951955,True
2_26410_5745469_256_SL.mp4,26410,5745469,256,P,NCAA,SL,True,8.31,8.274941608274942,0.0350583917250588,True
2_26416_5718914_187_SL.mp4,26416,5718914,187,R,NCAA,SL,True,7.8,7.874541207874541,0.0745412078745415,True
2_26416_5720818_187_SL.mp4,26416,5720818,187,KICKOFF,NCAA,SL,True,3.41,2.669336002669336,0.7406639973306639,True
2_26427_5729276_263_SL.mp4,26427,5729276,263,R,NCAA,SL,True,1.58,1.6016016016016017,0.0216016016016016,True
2_26427_5729857_263_SL.mp4,26427,5729857,263,KICKOFF,NCAA,SL,True,9.82,10.01001001001001,0.1900100100100097,True
2_26427_5736504_263_SL.mp4,26427,5736504,263,KICKOFF,NCAA,SL,True,4.85,4.671338004671338,0.1786619953286612,True
2_26427_5739163_263_SL.mp4,26427,5739163,263,KICKOFF,NCAA,SL,True,3.67,3.737070403737071,0.0670704037370706,True
2_26431_5716799_126_SL.mp4,26431,5716799,126,KICKOFF,NCAA,SL,True,11.62,12.278945612278946,0.6589456122789468,True
2_26431_5719347_126_SL.mp4,26431,5719347,126,P,NCAA,SL,True,3.9,4.004004004004004,0.1040040040040044,True
2_26433_5734256_347_SL.mp4,26433,5734256,347,KICKOFF,NCAA,SL,True,5.62,5.605605605605605,0.0143943943943947,True
2_26433_5735376_347_SL.mp4,26433,5735376,347,EXTRA POINT,NCAA,SL,True,3.01,3.0697364030697365,0.0597364030697367,True
2_26433_5737949_347_SL.mp4,26433,5737949,347,KICKOFF,NCAA,SL,True,4.84,4.804804804804805,0.0351951951951949,True
2_26433_5741223_347_SL.mp4,26433,5741223,347,KICKOFF,NCAA,SL,True,6.41,6.406406406406407,0.0035935935935933,True
2_26436_5715658_289_SL.mp4,26436,5715658,289,R,NCAA,SL,True,5.08,5.071738405071739,0.0082615949282613,True
2_26436_5717919_289_SL.mp4,26436,5717919,289,KICKOFF,NCAA,SL,True,7.12,6.673340006673341,0.4466599933266595,True
2_26436_5719292_289_SL.mp4,26436,5719292,289,KICKOFF,NCAA,SL,True,6.2,5.3386720053386725,0.8613279946613277,True
2_26445_5772246_331_SL.mp4,26445,5772246,331,R,NCAA,SL,True,3.45,3.3366700033366703,0.1133299966633298,True
2_26445_5775457_331_SL.mp4,26445,5775457,331,KICKOFF,NCAA,SL,True,5.44,5.205205205205205,0.2347947947947952,True
2_26445_5777566_331_SL.mp4,26445,5777566,331,KICKOFF,NCAA,SL,True,5.94,5.872539205872539,0.0674607941274612,True
2_26456_5765866_227_SL.mp4,26456,5765866,227,KICKOFF,NCAA,SL,True,3.28,3.4701368034701368,0.1901368034701369,True
2_26456_5767327_227_SL.mp4,26456,5767327,227,R,NCAA,SL,True,1.28,1.334668001334668,0.054668001334668,True
2_26456_5767569_227_SL.mp4,26456,5767569,227,KICKOFF,NCAA,SL,True,2.01,2.2689356022689355,0.2589356022689357,True
2_26460_5784771_143_SL.mp4,26460,5784771,143,KICKOFF,NCAA,SL,True,3.89,3.8705372038705375,0.0194627961294626,True
2_26460_5788089_143_SL.mp4,26460,5788089,143,KICKOFF,NCAA,SL,True,4.01,4.137470804137471,0.127470804137471,True
2_26460_5793575_143_SL.mp4,26460,5793575,143,P,NCAA,SL,True,2.46,2.5358692025358693,0.0758692025358693,True
2_26465_5780516_340_SL.mp4,26465,5780516,340,KICKOFF,NCAA,SL,True,6.65,6.9402736069402735,0.2902736069402731,True
2_26465_5785029_340_SL.mp4,26465,5785029,340,R,NCAA,SL,True,5.08,5.071738405071739,0.0082615949282613,True
2_26485_5761864_114_SL.mp4,26485,5761864,114,KICKOFF,NCAA,SL,True,7.67,7.474140807474141,0.1958591925258588,True
2_26485_5769764_114_SL.mp4,26485,5769764,114,KICKOFF,NCAA,SL,True,12.56,12.278945612278946,0.2810543877210545,True
2_26485_5773666_114_SL.mp4,26485,5773666,114,KICKOFF,NCAA,SL,True,9.78,9.342676009342677,0.4373239906573225,True
2_26493_5786950_166_SL.mp4,26493,5786950,166,P,NCAA,SL,True,6.72,6.27293960627294,0.4470603937270603,True
2_26499_5789245_318_SL.mp4,26499,5789245,318,EXTRA POINT,NCAA,SL,True,6.82,6.9402736069402735,0.1202736069402732,True
2_26509_5833035_120_SL.mp4,26509,5833035,120,KICKOFF,NCAA,SL,True,8.29,8.274941608274942,0.0150583917250575,True
2_26509_5833331_120_SL.mp4,26509,5833331,120,R,NCAA,SL,True,6.2,6.27293960627294,0.0729396062729392,True
2_26513_5820558_312_SL.mp4,26513,5820558,312,P,NCAA,SL,True,8.88,8.942275608942277,0.0622756089422757,True
2_26515_5810821_199_SL.mp4,26515,5810821,199,KICKOFF,NCAA,SL,True,4.45,3.8705372038705375,0.5794627961294627,True
2_26531_5832745_351_SL.mp4,26531,5832745,351,R,NCAA,SL,True,7.59,7.607607607607608,0.0176076076076077,True
2_26532_5828785_315_SL.mp4,26532,5828785,315,KICKOFF,NCAA,SL,True,9.27,8.675342008675342,0.5946579913246577,True
2_26532_5833226_315_SL.mp4,26532,5833226,315,KICKOFF,NCAA,SL,True,17.66,17.61761761761762,0.0423823823823816,True
2_26559_5808739_319_SL.mp4,26559,5808739,319,FIELD GOAL,NCAA,SL,True,2.63,2.669336002669336,0.0393360026693363,True
2_26561_5848212_330_SL.mp4,26561,5848212,330,P,NCAA,SL,True,4.52,4.404404404404405,0.1155955955955949,True
2_26561_5848782_330_SL.mp4,26561,5848782,330,KICKOFF,NCAA,SL,True,14.42,14.547881214547882,0.127881214547882,True
2_26563_5849542_305_SL.mp4,26563,5849542,305,P,NCAA,SL,True,8.1,8.008008008008009,0.0919919919919909,True
2_26563_5849610_305_SL.mp4,26563,5849610,305,KICKOFF,NCAA,SL,True,6.74,6.673340006673341,0.0666599933266596,True
2_26563_5850460_305_SL.mp4,26563,5850460,305,KICKOFF,NCAA,SL,True,9.74,9.60960960960961,0.1303903903903904,True
2_26601_5868489_111_SL.mp4,26601,5868489,111,KICKOFF,NCAA,SL,True,6.31,6.27293960627294,0.0370603937270601,True
2_26601_5873097_111_SL.mp4,26601,5873097,111,KICKOFF,NCAA,SL,True,11.42,11.344678011344678,0.0753219886553218,True
2_26601_5874656_111_SL.mp4,26601,5874656,111,R,NCAA,SL,True,3.89,3.8705372038705375,0.0194627961294626,True
2_26621_5913726_264_SL.mp4,26621,5913726,264,KICKOFF,NCAA,SL,True,4.64,4.404404404404405,0.235595595595595,True
2_26621_5915429_264_SL.mp4,26621,5915429,264,KICKOFF,NCAA,SL,True,11.05,10.543877210543878,0.5061227894561231,True
2_26621_5915488_264_SL.mp4,26621,5915488,264,R,NCAA,SL,True,1.99,2.4024024024024024,0.4124024024024024,True
2_26621_5916345_264_SL.mp4,26621,5916345,264,KICKOFF,NCAA,SL,True,8.22,8.408408408408409,0.1884084084084083,True
2_26624_5910987_207_SL.mp4,26624,5910987,207,P,NCAA,SL,True,5.65,5.605605605605605,0.0443943943943949,True
2_26625_5900930_144_SL.mp4,26625,5900930,144,P,NCAA,SL,True,6.42,6.539873206539873,0.1198732065398733,True
2_26625_5908028_144_SL.mp4,26625,5908028,144,KICKOFF,NCAA,SL,True,3.71,3.737070403737071,0.0270704037370705,True
2_26625_5909169_144_SL.mp4,26625,5909169,144,KICKOFF,NCAA,SL,True,3.51,3.8705372038705375,0.3605372038705376,True
2_26656_5913520_211_SL.mp4,26656,5913520,211,KICKOFF,NCAA,SL,True,7.73,7.874541207874541,0.1445412078745409,True
2_26656_5914876_211_SL.mp4,26656,5914876,211,KICKOFF,NCAA,SL,True,10.4,10.276943610276945,0.1230563897230556,True
2_26673_5944975_109_SL.mp4,26673,5944975,109,KICKOFF,NCAA,SL,True,5.82,5.3386720053386725,0.4813279946613278,True
2_26673_5946371_109_SL.mp4,26673,5946371,109,P,NCAA,SL,True,1.37,1.4681348014681348,0.0981348014681346,True
2_26673_5950683_109_SL.mp4,26673,5950683,109,KICKOFF,NCAA,SL,True,5.11,4.671338004671338,0.4386619953286619,True
2_26690_5941918_306_SL.mp4,26690,5941918,306,KICKOFF,NCAA,SL,True,19.72,19.486152819486158,0.2338471805138446,True
2_26693_5946833_329_SL.mp4,26693,5946833,329,R,NCAA,SL,True,2.42,2.4024024024024024,0.0175975975975974,True
2_26693_5954092_329_SL.mp4,26693,5954092,329,KICKOFF,NCAA,SL,True,5.81,5.605605605605605,0.2043943943943942,True
2_26693_5955868_329_SL.mp4,26693,5955868,329,KICKOFF,NCAA,SL,True,5.08,4.671338004671338,0.4086619953286616,True
2_26714_5937158_278_SL.mp4,26714,5937158,278,KICKOFF,NCAA,SL,True,7.6,7.607607607607608,0.0076076076076079,True
2_26714_5940686_278_SL.mp4,26714,5940686,278,P,NCAA,SL,True,5.69,5.605605605605605,0.084394394394395,True
2_26714_5942338_278_SL.mp4,26714,5942338,278,KICKOFF,NCAA,SL,True,5.01,7.474140807474141,2.4641408074741413,True
2_26727_5975685_121_SL.mp4,26727,5975685,121,P,NCAA,SL,True,6.22,6.539873206539873,0.3198732065398735,True
2_26727_5975767_121_SL.mp4,26727,5975767,121,KICKOFF,NCAA,SL,True,3.54,3.603603603603604,0.0636036036036036,True
2_26730_5988818_305_SL.mp4,26730,5988818,305,P,NCAA,SL,True,9.21,9.20920920920921,0.0007907907907913,True
2_26730_5989428_305_SL.mp4,26730,5989428,305,KICKOFF,NCAA,SL,True,6.81,7.073740407073741,0.2637404070737412,True
2_26730_5995679_305_SL.mp4,26730,5995679,305,KICKOFF,NCAA,SL,True,4.78,4.671338004671338,0.1086619953286618,True
2_26771_6000926_169_SL.mp4,26771,6000926,169,R,NCAA,SL,True,6.47,6.406406406406407,0.0635935935935929,True
2_26771_6001120_169_SL.mp4,26771,6001120,169,KICKOFF,NCAA,SL,True,3.88,3.8705372038705375,0.0094627961294624,True
2_26771_6001938_169_SL.mp4,26771,6001938,169,KICKOFF,NCAA,SL,True,3.69,3.2032032032032034,0.4867967967967965,True
2_26776_5986752_221_SL.mp4,26776,5986752,221,R,NCAA,SL,True,5.22,5.472138805472139,0.2521388054721392,True
2_26776_5992788_221_SL.mp4,26776,5992788,221,KICKOFF,NCAA,SL,True,11.0,10.81081081081081,0.1891891891891894,True
2_26787_6024582_266_SL.mp4,26787,6024582,266,KICKOFF,NCAA,SL,True,10.2,10.143476810143476,0.0565231898565219,True
2_26787_6024780_266_SL.mp4,26787,6024780,266,P,NCAA,SL,True,14.69,14.547881214547882,0.1421187854521175,True
2_26794_6042942_288_SL.mp4,26794,6042942,288,P,NCAA,SL,True,8.92,8.80880880880881,0.1111911911911907,True
2_26794_6043658_288_SL.mp4,26794,6043658,288,KICKOFF,NCAA,SL,True,33.42,33.366700033366705,0.0532999666332969,True
2_26802_6027752_108_SL.mp4,26802,6027752,108,P,NCAA,SL,True,12.96,12.94627961294628,0.0137203870537199,True
2_26802_6028676_108_SL.mp4,26802,6028676,108,KICKOFF,NCAA,SL,True,7.49,7.340674007340675,0.1493259926593255,True
2_26806_6021306_187_SL.mp4,26806,6021306,187,P,NCAA,SL,True,10.16,10.143476810143476,0.0165231898565227,True
2_26818_6023641_160_SL.mp4,26818,6023641,160,FIELD GOAL,NCAA,SL,True,14.35,14.547881214547882,0.1978812145478823,True
2_26818_6025423_160_SL.mp4,26818,6025423,160,KICKOFF,NCAA,SL,True,19.33,19.486152819486158,0.1561528194861559,True
2_26830_6058992_347_SL.mp4,26830,6058992,347,KICKOFF,NCAA,SL,True,4.51,4.404404404404405,0.1055955955955951,True
2_26830_6059045_347_SL.mp4,26830,6059045,347,EXTRA POINT,NCAA,SL,True,3.51,3.603603603603604,0.0936036036036038,True
2_26871_6069132_278_SL.mp4,26871,6069132,278,KICKOFF,NCAA,SL,True,16.3,16.149482816149483,0.1505171838505177,True
2_26871_6070760_278_SL.mp4,26871,6070760,278,KICKOFF,NCAA,SL,True,2.37,2.135468802135469,0.234531197864531,True
2_26876_6079352_319_SL.mp4,26876,6079352,319,P,NCAA,SL,True,7.82,7.874541207874541,0.054541207874541,True
2_26901_6115502_200_SL.mp4,26901,6115502,200,KICKOFF,NCAA,SL,True,10.25,10.01001001001001,0.23998998998999,True
2_26901_6116284_200_SL.mp4,26901,6116284,200,R,NCAA,SL,True,13.4,13.34668001334668,0.0533199866533191,True
2_26933_6143676_134_SL.mp4,26933,6143676,134,P,NCAA,SL,True,3.95,1.7350684017350684,2.214931598264932,True
2_26935_6144459_316_SL.mp4,26935,6144459,316,KICKOFF,NCAA,SL,True,4.51,4.671338004671338,0.1613380046713386,True
2_26935_6144626_316_SL.mp4,26935,6144626,316,R,NCAA,SL,True,13.99,14.014014014014014,0.0240140140140141,True
2_26969_6161288_238_SL.mp4,26969,6161288,238,KICKOFF,NCAA,SL,True,7.12,6.9402736069402735,0.1797263930597266,True
2_26969_6167491_238_SL.mp4,26969,6167491,238,KICKOFF,NCAA,SL,True,9.79,9.60960960960961,0.1803903903903894,True
2_26969_6167598_238_SL.mp4,26969,6167598,238,R,NCAA,SL,True,6.81,6.806806806806807,0.0031931931931925,True
2_26989_6171433_211_SL.mp4,26989,6171433,211,KICKOFF,NCAA,SL,True,8.68,8.541875208541876,0.1381247914581234,True
2_26989_6171704_211_SL.mp4,26989,6171704,211,KICKOFF,NCAA,SL,True,11.86,11.878545211878546,0.0185452118785462,True
2_26991_6171605_154_SL.mp4,26991,6171605,154,P,NCAA,SL,True,19.65,20.687354020687355,1.0373540206873564,True
2_27010_6212279_325_SL.mp4,27010,6212279,325,R,NCAA,SL,True,5.46,5.3386720053386725,0.1213279946613274,True
2_27056_6203699_223_SL.mp4,27056,6203699,223,KICKOFF,NCAA,SL,True,5.71,6.27293960627294,0.5629396062729395,True
2_27056_6207744_223_SL.mp4,27056,6207744,223,R,NCAA,SL,True,10.87,10.81081081081081,0.0591891891891886,True
2_27056_6209376_223_SL.mp4,27056,6209376,223,KICKOFF,NCAA,SL,True,6.09,6.006006006006007,0.0839939939939933,True
2_27420_5618249_977_SL.mp4,27420,5618249,977,P,NCAA,SL,True,16.99,16.950283616950284,0.0397163830497149,True
2_27420_5623629_977_SL.mp4,27420,5623629,977,KICKOFF,NCAA,SL,True,1.87,2.2689356022689355,0.3989356022689354,True
2_27424_5620882_348_SL.mp4,27424,5620882,348,KICKOFF,NCAA,SL,True,10.42,10.143476810143476,0.2765231898565226,True
2_27424_5620928_348_SL.mp4,27424,5620928,348,R,NCAA,SL,True,2.64,2.8028028028028027,0.1628028028028025,True
2_27425_5618740_153_SL.mp4,27425,5618740,153,R,NCAA,SL,True,2.31,2.4024024024024024,0.0924024024024023,True
2_27442_5658943_135_SL.mp4,27442,5658943,135,KICKOFF,NCAA,SL,True,21.76,21.88855522188856,0.1285552218885541,True
2_27442_5658957_135_SL.mp4,27442,5658957,135,KICKOFF,NCAA,SL,True,22.51,22.28895562228896,0.2210443777110455,True
2_27447_5642399_189_SL.mp4,27447,5642399,189,KICKOFF,NCAA,SL,True,17.22,17.484150817484153,0.264150817484154,True
2_27447_5653318_189_SL.mp4,27447,5653318,189,PUNT,NCAA,SL,True,14.13,14.547881214547882,0.4178812145478812,True
2_27464_5702226_342_SL.mp4,27464,5702226,342,R,NCAA,SL,True,6.33,6.27293960627294,0.0570603937270606,True
2_27464_5705178_342_SL.mp4,27464,5705178,342,KICKOFF,NCAA,SL,True,7.01,7.073740407073741,0.063740407073741,True
2_27486_5706045_105_SL.mp4,27486,5706045,105,KICKOFF,NCAA,SL,True,5.71,5.872539205872539,0.1625392058725392,True
2_27486_5706061_105_SL.mp4,27486,5706061,105,PUNT,NCAA,SL,True,5.81,5.872539205872539,0.0625392058725395,True
2_27506_5721478_277_SL.mp4,27506,5721478,277,P,NCAA,SL,True,18.69,18.81881881881882,0.1288188188188179,True
2_27506_5721909_277_SL.mp4,27506,5721909,277,KICKOFF,NCAA,SL,True,33.67,33.767100433767105,0.0971004337671033,True
2_27518_5749555_186_SL.mp4,27518,5749555,186,R,NCAA,SL,True,3.5,3.737070403737071,0.2370704037370705,True
2_27533_5735913_129_SL.mp4,27533,5735913,129,KICKOFF,NCAA,SL,True,9.38,8.942275608942277,0.4377243910577242,True
2_27533_5743786_129_SL.mp4,27533,5743786,129,KICKOFF,NCAA,SL,True,6.68,6.673340006673341,0.0066599933266591,True
2_27533_5746003_129_SL.mp4,27533,5746003,129,P,NCAA,SL,True,4.38,4.404404404404405,0.0244044044044047,True
2_27533_5746911_129_SL.mp4,27533,5746911,129,KICKOFF,NCAA,SL,True,10.75,10.81081081081081,0.0608108108108105,True
2_27551_5733619_292_SL.mp4,27551,5733619,292,R,NCAA,SL,True,4.31,4.404404404404405,0.094404404404405,True
2_27552_5750676_230_SL.mp4,27552,5750676,230,R,NCAA,SL,True,7.61,7.607607607607608,0.0023923923923927,True
2_27552_5750784_230_SL.mp4,27552,5750784,230,KICKOFF,NCAA,SL,True,13.54,13.213213213213214,0.3267867867867853,True
2_27552_5750958_230_SL.mp4,27552,5750958,230,KICKOFF,NCAA,SL,True,9.86,10.276943610276945,0.4169436102769452,True
2_27564_5791110_150_SL.mp4,27564,5791110,150,P,NCAA,SL,True,6.77,6.27293960627294,0.4970603937270601,True
2_27564_5791221_150_SL.mp4,27564,5791221,150,KICKOFF,NCAA,SL,True,6.94,6.673340006673341,0.2666599933266598,True
2_27564_5791631_150_SL.mp4,27564,5791631,150,KICKOFF,NCAA,SL,True,7.76,7.874541207874541,0.1145412078745415,True
2_27572_5765993_291_SL.mp4,27572,5765993,291,R,NCAA,SL,True,4.42,4.537871204537871,0.1178712045378711,True
2_27577_5795572_309_SL.mp4,27577,5795572,309,KICKOFF,NCAA,SL,True,12.55,12.679346012679346,0.1293460126793455,True
2_27577_5796307_309_SL.mp4,27577,5796307,309,R,NCAA,SL,True,7.09,7.073740407073741,0.016259592926259,True
2_27577_5796543_309_SL.mp4,27577,5796543,309,KICKOFF,NCAA,SL,True,12.84,13.079746413079748,0.2397464130797466,True
2_27579_5768854_233_SL.mp4,27579,5768854,233,R,NCAA,SL,True,6.24,6.27293960627294,0.0329396062729392,True
2_27579_5778836_233_SL.mp4,27579,5778836,233,KICKOFF,NCAA,SL,True,12.51,2.8028028028028027,9.707197197197196,True
2_27586_5780721_125_SL.mp4,27586,5780721,125,R,NCAA,SL,True,4.18,4.404404404404405,0.2244044044044049,True
2_27586_5788309_125_SL.mp4,27586,5788309,125,KICKOFF,NCAA,SL,True,16.33,16.28294961628295,0.0470503837170497,True
2_27590_5767240_240_SL.mp4,27590,5767240,240,P,NCAA,SL,True,8.69,8.675342008675342,0.0146579913246576,True
2_27592_5797633_243_SL.mp4,27592,5797633,243,EXTRA POINT,NCAA,SL,True,10.27,10.543877210543878,0.273877210543878,True
2_27592_5797807_243_SL.mp4,27592,5797807,243,KICKOFF,NCAA,SL,True,5.11,5.205205205205205,0.0952052052052048,True
2_27592_5798681_243_SL.mp4,27592,5798681,243,KICKOFF,NCAA,SL,True,12.78,12.812812812812814,0.0328128128128142,True
2_27594_5773367_338_V2.mp4,27594,5773367,338,P,NCAA,V2,True,9.34,9.20920920920921,0.1307907907907903,True
2_27594_5775710_338_SL.mp4,27594,5775710,338,KICKOFF,NCAA,SL,True,7.84,7.474140807474141,0.3658591925258587,True
2_27596_5777994_219_SL.mp4,27596,5777994,219,KICKOFF,NCAA,SL,True,13.42,13.213213213213214,0.206786786786786,True
2_27596_5779852_219_SL.mp4,27596,5779852,219,KICKOFF,NCAA,SL,True,13.2,13.213213213213214,0.0132132132132145,True
2_27596_5784638_219_SL.mp4,27596,5784638,219,P,NCAA,SL,True,5.12,5.205205205205205,0.085205205205205,True
2_27597_5778276_162_SL.mp4,27597,5778276,162,R,NCAA,SL,True,8.27,8.541875208541876,0.2718752085418767,True
2_27599_5778040_151_SB.mp4,27599,5778040,151,P,NCAA,SB,True,6.58,6.539873206539873,0.0401267934601268,True
2_27604_5781459_271_SL.mp4,27604,5781459,271,R,NCAA,SL,True,3.65,3.603603603603604,0.0463963963963962,True
2_27604_5783459_271_SL.mp4,27604,5783459,271,KICKOFF,NCAA,SL,True,6.81,6.806806806806807,0.0031931931931925,True
2_27604_5790829_271_SL.mp4,27604,5790829,271,KICKOFF,NCAA,SL,True,3.67,3.4701368034701368,0.1998631965298631,True
2_27604_5791552_271_SL.mp4,27604,5791552,271,KICKOFF,NCAA,SL,True,3.57,3.603603603603604,0.0336036036036038,True
2_27613_5792020_204_SL.mp4,27613,5792020,204,FIELD GOAL,NCAA,SL,True,6.7,3.737070403737071,2.9629295962629296,True
2_27613_5792727_204_SL.mp4,27613,5792727,204,KICKOFF,NCAA,SL,True,12.69,12.679346012679346,0.0106539873206532,True
2_27620_5839832_977_SL.mp4,27620,5839832,977,KICKOFF,NCAA,SL,True,8.59,8.541875208541876,0.0481247914581235,True
2_27620_5839852_977_SL.mp4,27620,5839852,977,KICKOFF,NCAA,SL,True,17.43,17.350684017350684,0.0793159826493159,True
